Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,ParentLocationCode,ParentLocation,Dim1Type,TimeDim,Dim1,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
9510527,WHS4_100,COUNTRY,ROU,YEAR,EUR,Europe,,2014,,,,,,,,94,94.0,,,,2024-07-12T15:39:16.047+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
9512876,WHS4_100,COUNTRY,CHL,YEAR,AMR,Americas,,2000,,,,,,,,91,91.0,,,,2024-07-12T15:39:16.047+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
9516456,WHS4_100,COUNTRY,LBY,YEAR,EMR,Eastern Mediterranean,,2000,,,,,,,,94,94.0,,,,2024-07-12T15:39:16.047+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
9516478,WHS4_100,COUNTRY,PLW,YEAR,WPR,Western Pacific,,2013,,,,,,,,99,99.0,,,,2024-07-12T15:39:16.047+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
9517574,WHS4_100,COUNTRY,MHL,YEAR,WPR,Western Pacific,,2023,,,,,,,,85,85.0,,,,2024-07-12T15:39:16.047+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
9520185,WHS4_100,COUNTRY,NGA,YEAR,AFR,Africa,,2002,,,,,,,,25,25.0,,,,2024-07-12T15:39:16.047+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
9520375,WHS4_100,COUNTRY,AUT,YEAR,EUR,Europe,,2008,,,,,,,,83,83.0,,,,2024-07-12T15:39:16.047+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
9524030,WHS4_100,COUNTRY,POL,YEAR,EUR,Europe,,2002,,,,,,,,99,99.0,,,,2024-07-12T15:39:16.047+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
9536646,WHS4_100,COUNTRY,TGO,YEAR,AFR,Africa,,2012,,,,,,,,84,84.0,,,,2024-07-12T15:39:16.047+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
9536846,WHS4_100,COUNTRY,KGZ,YEAR,EUR,Europe,,2015,,,,,,,,97,97.0,,,,2024-07-12T15:39:16.047+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
9538284,WHS4_100,COUNTRY,DZA,YEAR,AFR,Africa,,2022,,,,,,,,77,77.0,,,,2024-07-12T15:39:16.047+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
9543970,WHS4_100,COUNTRY,DNK,YEAR,EUR,Europe,,2012,,,,,,,,94,94.0,,,,2024-07-12T15:39:16.047+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
9544169,WHS4_100,COUNTRY,ISR,YEAR,EUR,Europe,,2020,,,,,,,,98,98.0,,,,2024-07-12T15:39:16.047+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
9545085,WHS4_100,COUNTRY,PNG,YEAR,WPR,Western Pacific,,2023,,,,,,,,35,35.0,,,,2024-07-12T15:39:16.047+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
9546562,WHS4_100,COUNTRY,ATG,YEAR,AMR,Americas,,2016,,,,,,,,92,92.0,,,,2024-07-12T15:39:16.047+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
9549746,WHS4_100,COUNTRY,ESP,YEAR,EUR,Europe,,2000,,,,,,,,95,95.0,,,,2024-07-12T15:39:16.047+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
9550381,WHS4_100,COUNTRY,ZMB,YEAR,AFR,Africa,,2000,,,,,,,,85,85.0,,,,2024-07-12T15:39:16.047+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
9551856,WHS4_100,COUNTRY,SYR,YEAR,EMR,Eastern Mediterranean,,2022,,,,,,,,59,59.0,,,,2024-07-12T15:39:16.047+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
9552108,WHS4_100,COUNTRY,SYC,YEAR,AFR,Africa,,2001,,,,,,,,96,96.0,,,,2024-07-12T15:39:16.047+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
9552726,WHS4_100,COUNTRY,NGA,YEAR,AFR,Africa,,2001,,,,,,,,27,27.0,,,,2024-07-12T15:39:16.047+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
9553084,WHS4_100,COUNTRY,MCO,YEAR,EUR,Europe,,2023,,,,,,,,99,99.0,,,,2024-07-12T15:39:16.047+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
9556493,WHS4_100,COUNTRY,ZMB,YEAR,AFR,Africa,,2002,,,,,,,,84,84.0,,,,2024-07-12T15:39:16.047+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
9557021,WHS4_100,COUNTRY,LCA,YEAR,AMR,Americas,,2011,,,,,,,,99,99.0,,,,2024-07-12T15:39:16.047+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
9558282,WHS4_100,COUNTRY,GRC,YEAR,EUR,Europe,,2010,,,,,,,,99,99.0,,,,2024-07-12T15:39:16.047+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
9560221,WHS4_100,COUNTRY,UZB,YEAR,EUR,Europe,,2004,,,,,,,,99,99.0,,,,2024-07-12T15:39:16.047+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
9560384,WHS4_100,COUNTRY,TUV,YEAR,WPR,Western Pacific,,2004,,,,,,,,98,98.0,,,,2024-07-12T15:39:16.047+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
9563956,WHS4_100,COUNTRY,ESP,YEAR,EUR,Europe,,2006,,,,,,,,98,98.0,,,,2024-07-12T15:39:16.047+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
9564940,WHS4_100,COUNTRY,ETH,YEAR,AFR,Africa,,2021,,,,,,,,65,65.0,,,,2024-07-12T15:39:16.047+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
9567074,WHS4_100,COUNTRY,GUY,YEAR,AMR,Americas,,2023,,,,,,,,98,98.0,,,,2024-07-12T15:39:16.047+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
9570733,WHS4_100,COUNTRY,MNG,YEAR,WPR,Western Pacific,,2019,,,,,,,,98,98.0,,,,2024-07-12T15:39:16.047+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
9577288,WHS4_100,COUNTRY,BLZ,YEAR,AMR,Americas,,2017,,,,,,,,88,88.0,,,,2024-07-12T15:39:16.047+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
9579747,WHS4_100,COUNTRY,BWA,YEAR,AFR,Africa,,2004,,,,,,,,96,96.0,,,,2024-07-12T15:39:16.047+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
9579818,WHS4_100,COUNTRY,COG,YEAR,AFR,Africa,,2021,,,,,,,,77,77.0,,,,2024-07-12T15:39:16.047+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
9587119,WHS4_100,COUNTRY,MEX,YEAR,AMR,Americas,,2018,,,,,,,,88,88.0,,,,2024-07-12T15:39:16.047+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
9590591,WHS4_100,COUNTRY,KNA,YEAR,AMR,Americas,,2017,,,,,,,,98,98.0,,,,2024-07-12T15:39:16.047+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
9593141,WHS4_100,COUNTRY,NIU,YEAR,WPR,Western Pacific,,2015,,,,,,,,99,99.0,,,,2024-07-12T15:39:16.047+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
9593787,WHS4_100,COUNTRY,CMR,YEAR,AFR,Africa,,2016,,,,,,,,78,78.0,,,,2024-07-12T15:39:16.047+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
9603162,WHS4_100,COUNTRY,UGA,YEAR,AFR,Africa,,2014,,,,,,,,85,85.0,,,,2024-07-12T15:39:16.047+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
9603642,WHS4_100,COUNTRY,COD,YEAR,AFR,Africa,,2007,,,,,,,,65,65.0,,,,2024-07-12T15:39:16.047+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
9606066,WHS4_100,COUNTRY,LUX,YEAR,EUR,Europe,,2023,,,,,,,,99,99.0,,,,2024-07-12T15:39:16.047+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
9606928,WHS4_100,COUNTRY,BHS,YEAR,AMR,Americas,,2022,,,,,,,,87,87.0,,,,2024-07-12T15:39:16.047+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
9611977,WHS4_100,COUNTRY,MHL,YEAR,WPR,Western Pacific,,2005,,,,,,,,77,77.0,,,,2024-07-12T15:39:16.047+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
9618439,WHS4_100,COUNTRY,FJI,YEAR,WPR,Western Pacific,,2002,,,,,,,,93,93.0,,,,2024-07-12T15:39:16.047+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
9625773,WHS4_100,WORLDBANKINCOMEGROUP,WB_LI,YEAR,,,,2022,,,,,,,,68,68.0,,,,2024-07-12T15:39:16.047+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
9631171,WHS4_100,COUNTRY,ZWE,YEAR,AFR,Africa,,2016,,,,,,,,90,90.0,,,,2024-07-12T15:39:16.047+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
9631483,WHS4_100,COUNTRY,DMA,YEAR,AMR,Americas,,2008,,,,,,,,96,96.0,,,,2024-07-12T15:39:16.047+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
9637664,WHS4_100,COUNTRY,CZE,YEAR,EUR,Europe,,2023,,,,,,,,94,94.0,,,,2024-07-12T15:39:16.047+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
9638880,WHS4_100,COUNTRY,OMN,YEAR,EMR,Eastern Mediterranean,,2016,,,,,,,,99,99.0,,,,2024-07-12T15:39:16.047+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
9638936,WHS4_100,COUNTRY,ATG,YEAR,AMR,Americas,,2007,,,,,,,,99,99.0,,,,2024-07-12T15:39:16.047+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
9639772,WHS4_100,COUNTRY,BOL,YEAR,AMR,Americas,,2020,,,,,,,,68,68.0,,,,2024-07-12T15:39:16.047+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
9645622,WHS4_100,COUNTRY,PHL,YEAR,WPR,Western Pacific,,2001,,,,,,,,79,79.0,,,,2024-07-12T15:39:16.047+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
9653367,WHS4_100,COUNTRY,KIR,YEAR,WPR,Western Pacific,,2002,,,,,,,,77,77.0,,,,2024-07-12T15:39:16.047+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
9653510,WHS4_100,COUNTRY,ROU,YEAR,EUR,Europe,,2002,,,,,,,,98,98.0,,,,2024-07-12T15:39:16.047+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
9657803,WHS4_100,COUNTRY,DOM,YEAR,AMR,Americas,,2020,,,,,,,,82,82.0,,,,2024-07-12T15:39:16.047+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
9660272,WHS4_100,COUNTRY,TLS,YEAR,SEAR,South-East Asia,,2005,,,,,,,,55,55.0,,,,2024-07-12T15:39:16.047+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
9663747,WHS4_100,COUNTRY,GTM,YEAR,AMR,Americas,,2019,,,,,,,,88,88.0,,,,2024-07-12T15:39:16.047+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
9664030,WHS4_100,COUNTRY,EST,YEAR,EUR,Europe,,2002,,,,,,,,94,94.0,,,,2024-07-12T15:39:16.047+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
9669436,WHS4_100,COUNTRY,MYS,YEAR,WPR,Western Pacific,,2012,,,,,,,,97,97.0,,,,2024-07-12T15:39:16.047+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
9670451,WHS4_100,COUNTRY,EGY,YEAR,EMR,Eastern Mediterranean,,2007,,,,,,,,98,98.0,,,,2024-07-12T15:39:16.047+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
9671717,WHS4_100,COUNTRY,GNB,YEAR,AFR,Africa,,2021,,,,,,,,67,67.0,,,,2024-07-12T15:39:16.047+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
9671760,WHS4_100,COUNTRY,SLB,YEAR,WPR,Western Pacific,,2015,,,,,,,,87,87.0,,,,2024-07-12T15:39:16.047+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
9672333,WHS4_100,COUNTRY,MNE,YEAR,EUR,Europe,,2015,,,,,,,,89,89.0,,,,2024-07-12T15:39:16.047+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
9678635,WHS4_100,COUNTRY,MLT,YEAR,EUR,Europe,,2011,,,,,,,,96,96.0,,,,2024-07-12T15:39:16.047+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
9679315,WHS4_100,COUNTRY,CYP,YEAR,EUR,Europe,,2014,,,,,,,,98,98.0,,,,2024-07-12T15:39:16.047+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
9684957,WHS4_100,COUNTRY,KIR,YEAR,WPR,Western Pacific,,2015,,,,,,,,78,78.0,,,,2024-07-12T15:39:16.047+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
9685969,WHS4_100,COUNTRY,HND,YEAR,AMR,Americas,,2003,,,,,,,,92,92.0,,,,2024-07-12T15:39:16.047+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
9690661,WHS4_100,REGION,EMR,YEAR,,,,2006,,,,,,,,74,74.0,,,,2024-07-12T15:39:16.047+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
9692992,WHS4_100,COUNTRY,SMR,YEAR,EUR,Europe,,2005,,,,,,,,96,96.0,,,,2024-07-12T15:39:16.047+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
9693083,WHS4_100,WORLDBANKINCOMEGROUP,WB_LMI,YEAR,,,,2003,,,,,,,,67,67.0,,,,2024-07-12T15:39:16.047+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
9696619,WHS4_100,COUNTRY,MLT,YEAR,EUR,Europe,,2007,,,,,,,,74,74.0,,,,2024-07-12T15:39:16.047+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
1328,WHS4_100,COUNTRY,DJI,YEAR,EMR,Eastern Mediterranean,,2007,,,,,,,,88,88.0,,,,2024-07-12T15:39:16.047+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
9341,WHS4_100,COUNTRY,SAU,YEAR,EMR,Eastern Mediterranean,,2011,,,,,,,,98,98.0,,,,2024-07-12T15:39:16.047+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
9793,WHS4_100,COUNTRY,VEN,YEAR,AMR,Americas,,2019,,,,,,,,64,64.0,,,,2024-07-12T15:39:16.047+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
16227,WHS4_100,COUNTRY,GIN,YEAR,AFR,Africa,,2007,,,,,,,,63,63.0,,,,2024-07-12T15:39:16.047+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
34593,WHS4_100,COUNTRY,COG,YEAR,AFR,Africa,,2016,,,,,,,,71,71.0,,,,2024-07-12T15:39:16.047+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
49902,WHS4_100,COUNTRY,KHM,YEAR,WPR,Western Pacific,,2022,,,,,,,,85,85.0,,,,2024-07-12T15:39:16.047+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
55128,WHS4_100,COUNTRY,BTN,YEAR,SEAR,South-East Asia,,2000,,,,,,,,92,92.0,,,,2024-07-12T15:39:16.047+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
55859,WHS4_100,COUNTRY,VCT,YEAR,AMR,Americas,,2011,,,,,,,,96,96.0,,,,2024-07-12T15:39:16.047+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
62593,WHS4_100,COUNTRY,BEL,YEAR,EUR,Europe,,2008,,,,,,,,99,99.0,,,,2024-07-12T15:39:16.047+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
62731,WHS4_100,COUNTRY,BTN,YEAR,SEAR,South-East Asia,,2007,,,,,,,,95,95.0,,,,2024-07-12T15:39:16.047+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
74138,WHS4_100,COUNTRY,PRK,YEAR,SEAR,South-East Asia,,2003,,,,,,,,68,68.0,,,,2024-07-12T15:39:16.047+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
75305,WHS4_100,COUNTRY,MWI,YEAR,AFR,Africa,,2010,,,,,,,,93,93.0,,,,2024-07-12T15:39:16.047+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
75934,WHS4_100,COUNTRY,BWA,YEAR,AFR,Africa,,2020,,,,,,,,95,95.0,,,,2024-07-12T15:39:16.047+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
86826,WHS4_100,COUNTRY,TLS,YEAR,SEAR,South-East Asia,,2008,,,,,,,,79,79.0,,,,2024-07-12T15:39:16.047+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
101324,WHS4_100,COUNTRY,CYP,YEAR,EUR,Europe,,2023,,,,,,,,95,95.0,,,,2024-07-12T15:39:16.047+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
102768,WHS4_100,COUNTRY,BRB,YEAR,AMR,Americas,,2007,,,,,,,,93,93.0,,,,2024-07-12T15:39:16.047+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
106524,WHS4_100,COUNTRY,TON,YEAR,WPR,Western Pacific,,2020,,,,,,,,99,99.0,,,,2024-07-12T15:39:16.047+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
107602,WHS4_100,COUNTRY,KEN,YEAR,AFR,Africa,,2003,,,,,,,,73,73.0,,,,2024-07-12T15:39:16.047+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
113894,WHS4_100,COUNTRY,HTI,YEAR,AMR,Americas,,2001,,,,,,,,46,46.0,,,,2024-07-12T15:39:16.047+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
114872,WHS4_100,COUNTRY,DZA,YEAR,AFR,Africa,,2010,,,,,,,,95,95.0,,,,2024-07-12T15:39:16.047+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
120651,WHS4_100,REGION,SEAR,YEAR,,,,2023,,,,,,,,90,90.0,,,,2024-07-12T15:39:16.047+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
121841,WHS4_100,COUNTRY,GIN,YEAR,AFR,Africa,,2001,,,,,,,,50,50.0,,,,2024-07-12T15:39:16.047+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
128026,WHS4_100,COUNTRY,NER,YEAR,AFR,Africa,,2008,,,,,,,,67,67.0,,,,2024-07-12T15:39:16.047+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
129068,WHS4_100,COUNTRY,MDG,YEAR,AFR,Africa,,2023,,,,,,,,65,65.0,,,,2024-07-12T15:39:16.047+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
135372,WHS4_100,WORLDBANKINCOMEGROUP,WB_HI,YEAR,,,,2004,,,,,,,,96,96.0,,,,2024-07-12T15:39:16.047+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
