Id,IndicatorCode,SpatialDimType,SpatialDim,ParentLocationCode,TimeDimType,ParentLocation,Dim1Type,Dim1,TimeDim,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
9504763,WHS4_544,COUNTRY,GRD,AMR,YEAR,Americas,,,2003,,,,,,,98,98.0,,,,2024-07-12T15:42:15.54+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
9505096,WHS4_544,COUNTRY,KWT,EMR,YEAR,Eastern Mediterranean,,,2001,,,,,,,99,99.0,,,,2024-07-12T15:42:15.54+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
9510687,WHS4_544,COUNTRY,LBN,EMR,YEAR,Eastern Mediterranean,,,2020,,,,,,,67,67.0,,,,2024-07-12T15:42:15.54+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
9510983,WHS4_544,COUNTRY,SVK,EUR,YEAR,Europe,,,2016,,,,,,,96,96.0,,,,2024-07-12T15:42:15.54+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
9512616,WHS4_544,COUNTRY,ARE,EMR,YEAR,Eastern Mediterranean,,,2005,,,,,,,94,94.0,,,,2024-07-12T15:42:15.54+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
9517554,WHS4_544,COUNTRY,AGO,AFR,YEAR,Africa,,,2003,,,,,,,21,21.0,,,,2024-07-12T15:42:15.54+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
9518772,WHS4_544,COUNTRY,PNG,WPR,YEAR,Western Pacific,,,2003,,,,,,,62,62.0,,,,2024-07-12T15:42:15.54+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
9524093,WHS4_544,COUNTRY,USA,AMR,YEAR,Americas,,,2000,,,,,,,90,90.0,,,,2024-07-12T15:42:15.54+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
9536320,WHS4_544,COUNTRY,CZE,EUR,YEAR,Europe,,,2010,,,,,,,99,99.0,,,,2024-07-12T15:42:15.54+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
9538614,WHS4_544,COUNTRY,ZWE,AFR,YEAR,Africa,,,2020,,,,,,,86,86.0,,,,2024-07-12T15:42:15.54+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
9550165,WHS4_544,COUNTRY,TZA,AFR,YEAR,Africa,,,2005,,,,,,,91,91.0,,,,2024-07-12T15:42:15.54+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
9550591,WHS4_544,COUNTRY,CUB,AMR,YEAR,Americas,,,2015,,,,,,,99,99.0,,,,2024-07-12T15:42:15.54+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
9556898,WHS4_544,REGION,EMR,,YEAR,,,,2016,,,,,,,82,82.0,,,,2024-07-12T15:42:15.54+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
9557531,WHS4_544,COUNTRY,SVN,EUR,YEAR,Europe,,,2012,,,,,,,96,96.0,,,,2024-07-12T15:42:15.54+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
9558439,WHS4_544,COUNTRY,SRB,EUR,YEAR,Europe,,,2019,,,,,,,97,97.0,,,,2024-07-12T15:42:15.54+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
9570042,WHS4_544,COUNTRY,BWA,AFR,YEAR,Africa,,,2000,,,,,,,97,97.0,,,,2024-07-12T15:42:15.54+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
9570430,WHS4_544,COUNTRY,NGA,AFR,YEAR,Africa,,,2018,,,,,,,61,61.0,,,,2024-07-12T15:42:15.54+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
9577262,WHS4_544,COUNTRY,BGD,SEAR,YEAR,South-East Asia,,,2003,,,,,,,90,90.0,,,,2024-07-12T15:42:15.54+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
9584156,WHS4_544,COUNTRY,BLZ,AMR,YEAR,Americas,,,2022,,,,,,,84,84.0,,,,2024-07-12T15:42:15.54+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
9596581,WHS4_544,COUNTRY,GNB,AFR,YEAR,Africa,,,2008,,,,,,,77,77.0,,,,2024-07-12T15:42:15.54+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
9597219,WHS4_544,COUNTRY,LSO,AFR,YEAR,Africa,,,2020,,,,,,,87,87.0,,,,2024-07-12T15:42:15.54+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
9611506,WHS4_544,COUNTRY,ARE,EMR,YEAR,Eastern Mediterranean,,,2002,,,,,,,94,94.0,,,,2024-07-12T15:42:15.54+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
9611527,WHS4_544,COUNTRY,FRA,EUR,YEAR,Europe,,,2018,,,,,,,96,96.0,,,,2024-07-12T15:42:15.54+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
9611774,WHS4_544,COUNTRY,NGA,AFR,YEAR,Africa,,,2002,,,,,,,40,40.0,,,,2024-07-12T15:42:15.54+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
9612045,WHS4_544,COUNTRY,LTU,EUR,YEAR,Europe,,,2022,,,,,,,90,90.0,,,,2024-07-12T15:42:15.54+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
9612377,WHS4_544,COUNTRY,IRN,EMR,YEAR,Eastern Mediterranean,,,2018,,,,,,,99,99.0,,,,2024-07-12T15:42:15.54+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
9616664,WHS4_544,COUNTRY,MNG,WPR,YEAR,Western Pacific,,,2020,,,,,,,97,97.0,,,,2024-07-12T15:42:15.54+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
9624836,WHS4_544,COUNTRY,CUB,AMR,YEAR,Americas,,,2011,,,,,,,99,99.0,,,,2024-07-12T15:42:15.54+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
9629812,WHS4_544,COUNTRY,IRN,EMR,YEAR,Eastern Mediterranean,,,2008,,,,,,,99,99.0,,,,2024-07-12T15:42:15.54+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
9636622,WHS4_544,COUNTRY,NPL,SEAR,YEAR,South-East Asia,,,2019,,,,,,,92,92.0,,,,2024-07-12T15:42:15.54+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
9645944,WHS4_544,COUNTRY,CMR,AFR,YEAR,Africa,,,2000,,,,,,,57,57.0,,,,2024-07-12T15:42:15.54+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
9650657,WHS4_544,COUNTRY,JPN,WPR,YEAR,Western Pacific,,,2023,,,,,,,98,98.0,,,,2024-07-12T15:42:15.54+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
9663381,WHS4_544,COUNTRY,WSM,WPR,YEAR,Western Pacific,,,2008,,,,,,,69,69.0,,,,2024-07-12T15:42:15.54+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
9663382,WHS4_544,COUNTRY,MYS,WPR,YEAR,Western Pacific,,,2009,,,,,,,97,97.0,,,,2024-07-12T15:42:15.54+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
9663482,WHS4_544,REGION,EUR,,YEAR,,,,2011,,,,,,,94,94.0,,,,2024-07-12T15:42:15.54+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
9663800,WHS4_544,COUNTRY,DZA,AFR,YEAR,Africa,,,2006,,,,,,,95,95.0,,,,2024-07-12T15:42:15.54+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
9665124,WHS4_544,COUNTRY,PSE,EMR,YEAR,Eastern Mediterranean,,,2000,,,,,,,93,93.0,,,,2024-07-12T15:42:15.54+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
9665303,WHS4_544,COUNTRY,BIH,EUR,YEAR,Europe,,,2014,,,,,,,86,86.0,,,,2024-07-12T15:42:15.54+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
9676157,WHS4_544,COUNTRY,GRD,AMR,YEAR,Americas,,,2008,,,,,,,99,99.0,,,,2024-07-12T15:42:15.54+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
9676673,WHS4_544,COUNTRY,LBN,EMR,YEAR,Eastern Mediterranean,,,2001,,,,,,,80,80.0,,,,2024-07-12T15:42:15.54+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
9677716,WHS4_544,COUNTRY,IRL,EUR,YEAR,Europe,,,2007,,,,,,,92,92.0,,,,2024-07-12T15:42:15.54+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
9678046,WHS4_544,COUNTRY,PAK,EMR,YEAR,Eastern Mediterranean,,,2008,,,,,,,53,53.0,,,,2024-07-12T15:42:15.54+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
9678161,WHS4_544,COUNTRY,SOM,EMR,YEAR,Eastern Mediterranean,,,2009,,,,,,,41,41.0,,,,2024-07-12T15:42:15.54+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
9683856,WHS4_544,COUNTRY,KNA,AMR,YEAR,Americas,,,2017,,,,,,,97,97.0,,,,2024-07-12T15:42:15.54+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
9691617,WHS4_544,COUNTRY,MYS,WPR,YEAR,Western Pacific,,,2013,,,,,,,97,97.0,,,,2024-07-12T15:42:15.54+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
9691658,WHS4_544,COUNTRY,ATG,AMR,YEAR,Americas,,,2021,,,,,,,92,92.0,,,,2024-07-12T15:42:15.54+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
6643,WHS4_544,COUNTRY,DMA,AMR,YEAR,Americas,,,2023,,,,,,,57,57.0,,,,2024-07-12T15:42:15.54+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
12730,WHS4_544,WORLDBANKINCOMEGROUP,WB_HI,,YEAR,,,,2008,,,,,,,95,95.0,,,,2024-07-12T15:42:15.54+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
14753,WHS4_544,COUNTRY,VEN,AMR,YEAR,Americas,,,2017,,,,,,,79,79.0,,,,2024-07-12T15:42:15.54+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
19789,WHS4_544,COUNTRY,ZWE,AFR,YEAR,Africa,,,2000,,,,,,,78,78.0,,,,2024-07-12T15:42:15.54+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
20739,WHS4_544,COUNTRY,ERI,AFR,YEAR,Africa,,,2012,,,,,,,94,94.0,,,,2024-07-12T15:42:15.54+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
39835,WHS4_544,COUNTRY,MLT,EUR,YEAR,Europe,,,2003,,,,,,,94,94.0,,,,2024-07-12T15:42:15.54+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
47959,WHS4_544,COUNTRY,ZWE,AFR,YEAR,Africa,,,2017,,,,,,,89,89.0,,,,2024-07-12T15:42:15.54+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
53594,WHS4_544,COUNTRY,SWZ,AFR,YEAR,Africa,,,2019,,,,,,,89,89.0,,,,2024-07-12T15:42:15.54+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
53961,WHS4_544,COUNTRY,AGO,AFR,YEAR,Africa,,,2015,,,,,,,62,62.0,,,,2024-07-12T15:42:15.54+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
60733,WHS4_544,COUNTRY,PRT,EUR,YEAR,Europe,,,2003,,,,,,,96,96.0,,,,2024-07-12T15:42:15.54+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
61561,WHS4_544,COUNTRY,CAF,AFR,YEAR,Africa,,,2007,,,,,,,46,46.0,,,,2024-07-12T15:42:15.54+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
61709,WHS4_544,COUNTRY,GMB,AFR,YEAR,Africa,,,2018,,,,,,,93,93.0,,,,2024-07-12T15:42:15.54+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
61755,WHS4_544,COUNTRY,USA,AMR,YEAR,Americas,,,2016,,,,,,,94,94.0,,,,2024-07-12T15:42:15.54+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
61842,WHS4_544,COUNTRY,NGA,AFR,YEAR,Africa,,,2000,,,,,,,31,31.0,,,,2024-07-12T15:42:15.54+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
67540,WHS4_544,COUNTRY,BIH,EUR,YEAR,Europe,,,2018,,,,,,,73,73.0,,,,2024-07-12T15:42:15.54+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
68401,WHS4_544,COUNTRY,MOZ,AFR,YEAR,Africa,,,2008,,,,,,,74,74.0,,,,2024-07-12T15:42:15.54+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
75068,WHS4_544,COUNTRY,COG,AFR,YEAR,Africa,,,2002,,,,,,,41,41.0,,,,2024-07-12T15:42:15.54+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
81854,WHS4_544,COUNTRY,ARG,AMR,YEAR,Americas,,,2013,,,,,,,90,90.0,,,,2024-07-12T15:42:15.54+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
88520,WHS4_544,COUNTRY,LKA,SEAR,YEAR,South-East Asia,,,2009,,,,,,,97,97.0,,,,2024-07-12T15:42:15.54+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
99792,WHS4_544,COUNTRY,MDG,AFR,YEAR,Africa,,,2017,,,,,,,69,69.0,,,,2024-07-12T15:42:15.54+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
108867,WHS4_544,COUNTRY,CHE,EUR,YEAR,Europe,,,2005,,,,,,,94,94.0,,,,2024-07-12T15:42:15.54+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
113531,WHS4_544,COUNTRY,ESP,EUR,YEAR,Europe,,,2013,,,,,,,96,96.0,,,,2024-07-12T15:42:15.54+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
132892,WHS4_544,COUNTRY,CPV,AFR,YEAR,Africa,,,2002,,,,,,,92,92.0,,,,2024-07-12T15:42:15.54+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
134514,WHS4_544,COUNTRY,KNA,AMR,YEAR,Americas,,,2021,,,,,,,96,96.0,,,,2024-07-12T15:42:15.54+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
134543,WHS4_544,COUNTRY,SLB,WPR,YEAR,Western Pacific,,,2002,,,,,,,78,78.0,,,,2024-07-12T15:42:15.54+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
140624,WHS4_544,COUNTRY,CHE,EUR,YEAR,Europe,,,2009,,,,,,,96,96.0,,,,2024-07-12T15:42:15.54+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
153083,WHS4_544,COUNTRY,TGO,AFR,YEAR,Africa,,,2000,,,,,,,63,63.0,,,,2024-07-12T15:42:15.54+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
155287,WHS4_544,COUNTRY,BEN,AFR,YEAR,Africa,,,2022,,,,,,,65,65.0,,,,2024-07-12T15:42:15.54+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
155634,WHS4_544,COUNTRY,POL,EUR,YEAR,Europe,,,2019,,,,,,,87,87.0,,,,2024-07-12T15:42:15.54+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
159493,WHS4_544,COUNTRY,CAN,AMR,YEAR,Americas,,,2006,,,,,,,95,95.0,,,,2024-07-12T15:42:15.54+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
161002,WHS4_544,COUNTRY,AZE,EUR,YEAR,Europe,,,2019,,,,,,,96,96.0,,,,2024-07-12T15:42:15.54+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
162133,WHS4_544,COUNTRY,MNG,WPR,YEAR,Western Pacific,,,2009,,,,,,,96,96.0,,,,2024-07-12T15:42:15.54+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
166256,WHS4_544,WORLDBANKINCOMEGROUP,WB_HI,,YEAR,,,,2016,,,,,,,95,95.0,,,,2024-07-12T15:42:15.54+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
167398,WHS4_544,COUNTRY,JAM,AMR,YEAR,Americas,,,2021,,,,,,,90,90.0,,,,2024-07-12T15:42:15.54+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
173601,WHS4_544,COUNTRY,HND,AMR,YEAR,Americas,,,2013,,,,,,,99,99.0,,,,2024-07-12T15:42:15.54+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
174160,WHS4_544,COUNTRY,TON,WPR,YEAR,Western Pacific,,,2005,,,,,,,99,99.0,,,,2024-07-12T15:42:15.54+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
174626,WHS4_544,COUNTRY,TGO,AFR,YEAR,Africa,,,2010,,,,,,,83,83.0,,,,2024-07-12T15:42:15.54+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
180500,WHS4_544,COUNTRY,GHA,AFR,YEAR,Africa,,,2020,,,,,,,92,92.0,,,,2024-07-12T15:42:15.54+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
180550,WHS4_544,COUNTRY,ZMB,AFR,YEAR,Africa,,,2016,,,,,,,91,91.0,,,,2024-07-12T15:42:15.54+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
181034,WHS4_544,COUNTRY,AND,EUR,YEAR,Europe,,,2004,,,,,,,99,99.0,,,,2024-07-12T15:42:15.54+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
182200,WHS4_544,WORLDBANKINCOMEGROUP,WB_LI,,YEAR,,,,2011,,,,,,,72,72.0,,,,2024-07-12T15:42:15.54+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
186681,WHS4_544,COUNTRY,DMA,AMR,YEAR,Americas,,,2016,,,,,,,99,99.0,,,,2024-07-12T15:42:15.54+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
187897,WHS4_544,COUNTRY,TUR,EUR,YEAR,Europe,,,2000,,,,,,,85,85.0,,,,2024-07-12T15:42:15.54+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
193227,WHS4_544,COUNTRY,DMA,AMR,YEAR,Americas,,,2008,,,,,,,95,95.0,,,,2024-07-12T15:42:15.54+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
193865,WHS4_544,COUNTRY,BTN,SEAR,YEAR,South-East Asia,,,2006,,,,,,,96,96.0,,,,2024-07-12T15:42:15.54+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
195105,WHS4_544,COUNTRY,EGY,EMR,YEAR,Eastern Mediterranean,,,2014,,,,,,,94,94.0,,,,2024-07-12T15:42:15.54+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
200780,WHS4_544,COUNTRY,MLI,AFR,YEAR,Africa,,,2023,,,,,,,68,68.0,,,,2024-07-12T15:42:15.54+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
201032,WHS4_544,COUNTRY,AUS,WPR,YEAR,Western Pacific,,,2002,,,,,,,92,92.0,,,,2024-07-12T15:42:15.54+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
201652,WHS4_544,REGION,SEAR,,YEAR,,,,2015,,,,,,,88,88.0,,,,2024-07-12T15:42:15.54+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
202213,WHS4_544,COUNTRY,AGO,AFR,YEAR,Africa,,,2011,,,,,,,50,50.0,,,,2024-07-12T15:42:15.54+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
206586,WHS4_544,COUNTRY,CRI,AMR,YEAR,Americas,,,2018,,,,,,,94,94.0,,,,2024-07-12T15:42:15.54+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
213191,WHS4_544,COUNTRY,NZL,WPR,YEAR,Western Pacific,,,2000,,,,,,,82,82.0,,,,2024-07-12T15:42:15.54+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
220457,WHS4_544,COUNTRY,PER,AMR,YEAR,Americas,,,2016,,,,,,,88,88.0,,,,2024-07-12T15:42:15.54+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
222301,WHS4_544,COUNTRY,NZL,WPR,YEAR,Western Pacific,,,2020,,,,,,,92,92.0,,,,2024-07-12T15:42:15.54+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
228198,WHS4_544,COUNTRY,GUY,AMR,YEAR,Americas,,,2004,,,,,,,91,91.0,,,,2024-07-12T15:42:15.54+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
234257,WHS4_544,COUNTRY,SYC,AFR,YEAR,Africa,,,2000,,,,,,,98,98.0,,,,2024-07-12T15:42:15.54+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
235770,WHS4_544,COUNTRY,PHL,WPR,YEAR,Western Pacific,,,2015,,,,,,,79,79.0,,,,2024-07-12T15:42:15.54+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
241387,WHS4_544,COUNTRY,CAN,AMR,YEAR,Americas,,,2001,,,,,,,88,88.0,,,,2024-07-12T15:42:15.54+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
246588,WHS4_544,COUNTRY,MLT,EUR,YEAR,Europe,,,2006,,,,,,,83,83.0,,,,2024-07-12T15:42:15.54+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
