Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,ParentLocationCode,ParentLocation,Dim1Type,TimeDim,Dim1,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
9550808,WHS4_129,COUNTRY,SLE,YEAR,AFR,Africa,,2020,,,,,,,,91,91.0,,,,2024-07-12T15:39:16.047+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
9556430,WHS4_129,COUNTRY,IRL,YEAR,EUR,Europe,,2004,,,,,,,,89,89.0,,,,2024-07-12T15:39:16.047+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
9559325,WHS4_129,COUNTRY,STP,YEAR,AFR,Africa,,2014,,,,,,,,95,95.0,,,,2024-07-12T15:39:16.047+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
9560667,WHS4_129,COUNTRY,AUT,YEAR,EUR,Europe,,2010,,,,,,,,86,86.0,,,,2024-07-12T15:39:16.047+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
9561115,WHS4_129,COUNTRY,MCO,YEAR,EUR,Europe,,2020,,,,,,,,99,99.0,,,,2024-07-12T15:39:16.047+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
9561888,WHS4_129,COUNTRY,BHS,YEAR,AMR,Americas,,2009,,,,,,,,96,96.0,,,,2024-07-12T15:39:16.047+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
9566344,WHS4_129,COUNTRY,GHA,YEAR,AFR,Africa,,2012,,,,,,,,92,92.0,,,,2024-07-12T15:39:16.047+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
9566360,WHS4_129,COUNTRY,DEU,YEAR,EUR,Europe,,2008,,,,,,,,94,94.0,,,,2024-07-12T15:39:16.047+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
9568218,WHS4_129,COUNTRY,BFA,YEAR,AFR,Africa,,2022,,,,,,,,93,93.0,,,,2024-07-12T15:39:16.047+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
9571537,WHS4_129,COUNTRY,LBN,YEAR,EMR,Eastern Mediterranean,,2009,,,,,,,,84,84.0,,,,2024-07-12T15:39:16.047+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
9572763,WHS4_129,COUNTRY,PLW,YEAR,WPR,Western Pacific,,2009,,,,,,,,48,48.0,,,,2024-07-12T15:39:16.047+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
9572874,WHS4_129,COUNTRY,USA,YEAR,AMR,Americas,,2000,,,,,,,,93,93.0,,,,2024-07-12T15:39:16.047+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
9574190,WHS4_129,COUNTRY,NIU,YEAR,WPR,Western Pacific,,2006,,,,,,,,99,99.0,,,,2024-07-12T15:39:16.047+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
9575541,WHS4_129,COUNTRY,OMN,YEAR,EMR,Eastern Mediterranean,,2020,,,,,,,,99,99.0,,,,2024-07-12T15:39:16.047+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
9579701,WHS4_129,COUNTRY,FSM,YEAR,WPR,Western Pacific,,2023,,,,,,,,67,67.0,,,,2024-07-12T15:39:16.047+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
9583467,WHS4_129,COUNTRY,PNG,YEAR,WPR,Western Pacific,,2020,,,,,,,,40,40.0,,,,2024-07-12T15:39:16.047+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
9583566,WHS4_129,COUNTRY,LAO,YEAR,WPR,Western Pacific,,2021,,,,,,,,75,75.0,,,,2024-07-12T15:39:16.047+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
9583771,WHS4_129,COUNTRY,AND,YEAR,EUR,Europe,,2011,,,,,,,,99,99.0,,,,2024-07-12T15:39:16.047+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
9586006,WHS4_129,COUNTRY,ZWE,YEAR,AFR,Africa,,2009,,,,,,,,73,73.0,,,,2024-07-12T15:39:16.047+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
9587550,WHS4_129,COUNTRY,SLV,YEAR,AMR,Americas,,2016,,,,,,,,98,98.0,,,,2024-07-12T15:39:16.047+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
9587853,WHS4_129,COUNTRY,AND,YEAR,EUR,Europe,,2016,,,,,,,,98,98.0,,,,2024-07-12T15:39:16.047+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
9597327,WHS4_129,COUNTRY,HUN,YEAR,EUR,Europe,,2021,,,,,,,,99,99.0,,,,2024-07-12T15:39:16.047+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
9597653,WHS4_129,COUNTRY,NIU,YEAR,WPR,Western Pacific,,2003,,,,,,,,95,95.0,,,,2024-07-12T15:39:16.047+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
9599877,WHS4_129,COUNTRY,TUN,YEAR,EMR,Eastern Mediterranean,,2020,,,,,,,,97,97.0,,,,2024-07-12T15:39:16.047+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
9601466,WHS4_129,REGION,AMR,YEAR,,,,2009,,,,,,,,90,90.0,,,,2024-07-12T15:39:16.047+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
9603068,WHS4_129,COUNTRY,GUY,YEAR,AMR,Americas,,2022,,,,,,,,98,98.0,,,,2024-07-12T15:39:16.047+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
9603641,WHS4_129,COUNTRY,BHR,YEAR,EMR,Eastern Mediterranean,,2013,,,,,,,,99,99.0,,,,2024-07-12T15:39:16.047+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
9603899,WHS4_129,GLOBAL,GLOBAL,YEAR,,,,2018,,,,,,,,73,73.0,,,,2024-07-12T15:39:16.047+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
9607385,WHS4_129,COUNTRY,EST,YEAR,EUR,Europe,,2006,,,,,,,,88,88.0,,,,2024-07-12T15:39:16.047+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
9611379,WHS4_129,COUNTRY,WSM,YEAR,WPR,Western Pacific,,2014,,,,,,,,81,81.0,,,,2024-07-12T15:39:16.047+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
9615564,WHS4_129,COUNTRY,PAN,YEAR,AMR,Americas,,2017,,,,,,,,81,81.0,,,,2024-07-12T15:39:16.047+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
9616153,WHS4_129,COUNTRY,MUS,YEAR,AFR,Africa,,2012,,,,,,,,98,98.0,,,,2024-07-12T15:39:16.047+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
9619530,WHS4_129,COUNTRY,AZE,YEAR,EUR,Europe,,2011,,,,,,,,36,36.0,,,,2024-07-12T15:39:16.047+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
9620684,WHS4_129,COUNTRY,SMR,YEAR,EUR,Europe,,2007,,,,,,,,89,89.0,,,,2024-07-12T15:39:16.047+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
9620735,WHS4_129,COUNTRY,ERI,YEAR,AFR,Africa,,2013,,,,,,,,94,94.0,,,,2024-07-12T15:39:16.047+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
9624518,WHS4_129,COUNTRY,NIC,YEAR,AMR,Americas,,2005,,,,,,,,86,86.0,,,,2024-07-12T15:39:16.047+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
9626379,WHS4_129,REGION,WPR,YEAR,,,,2007,,,,,,,,3,3.0,,,,2024-07-12T15:39:16.047+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
9627907,WHS4_129,COUNTRY,GBR,YEAR,EUR,Europe,,2023,,,,,,,,92,92.0,,,,2024-07-12T15:39:16.047+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
9633389,WHS4_129,COUNTRY,AGO,YEAR,AFR,Africa,,2021,,,,,,,,45,45.0,,,,2024-07-12T15:39:16.047+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
9634660,WHS4_129,COUNTRY,LTU,YEAR,EUR,Europe,,2011,,,,,,,,92,92.0,,,,2024-07-12T15:39:16.047+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
9635326,WHS4_129,COUNTRY,ARM,YEAR,EUR,Europe,,2021,,,,,,,,93,93.0,,,,2024-07-12T15:39:16.047+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
9635855,WHS4_129,COUNTRY,TKM,YEAR,EUR,Europe,,2014,,,,,,,,97,97.0,,,,2024-07-12T15:39:16.047+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
9635932,WHS4_129,COUNTRY,YEM,YEAR,EMR,Eastern Mediterranean,,2016,,,,,,,,63,63.0,,,,2024-07-12T15:39:16.047+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
9636857,WHS4_129,COUNTRY,QAT,YEAR,EMR,Eastern Mediterranean,,2016,,,,,,,,98,98.0,,,,2024-07-12T15:39:16.047+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
9638033,WHS4_129,COUNTRY,BLR,YEAR,EUR,Europe,,2013,,,,,,,,23,23.0,,,,2024-07-12T15:39:16.047+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
9641889,WHS4_129,COUNTRY,GMB,YEAR,AFR,Africa,,2001,,,,,,,,87,87.0,,,,2024-07-12T15:39:16.047+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
9642269,WHS4_129,COUNTRY,CHL,YEAR,AMR,Americas,,2001,,,,,,,,97,97.0,,,,2024-07-12T15:39:16.047+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
9643961,WHS4_129,COUNTRY,AUT,YEAR,EUR,Europe,,2008,,,,,,,,83,83.0,,,,2024-07-12T15:39:16.047+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
9644149,WHS4_129,COUNTRY,OMN,YEAR,EMR,Eastern Mediterranean,,2018,,,,,,,,99,99.0,,,,2024-07-12T15:39:16.047+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
9644214,WHS4_129,COUNTRY,AND,YEAR,EUR,Europe,,2015,,,,,,,,97,97.0,,,,2024-07-12T15:39:16.047+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
9655288,WHS4_129,COUNTRY,PRK,YEAR,SEAR,South-East Asia,,2012,,,,,,,,32,32.0,,,,2024-07-12T15:39:16.047+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
9663313,WHS4_129,COUNTRY,LCA,YEAR,AMR,Americas,,2017,,,,,,,,80,80.0,,,,2024-07-12T15:39:16.047+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
9663687,WHS4_129,COUNTRY,ARE,YEAR,EMR,Eastern Mediterranean,,2006,,,,,,,,92,92.0,,,,2024-07-12T15:39:16.047+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
9665598,WHS4_129,COUNTRY,UGA,YEAR,AFR,Africa,,2004,,,,,,,,62,62.0,,,,2024-07-12T15:39:16.047+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
9665981,WHS4_129,COUNTRY,PLW,YEAR,WPR,Western Pacific,,2014,,,,,,,,99,99.0,,,,2024-07-12T15:39:16.047+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
9666133,WHS4_129,COUNTRY,PAN,YEAR,AMR,Americas,,2020,,,,,,,,74,74.0,,,,2024-07-12T15:39:16.047+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
9670076,WHS4_129,REGION,SEAR,YEAR,,,,2007,,,,,,,,0,0.0,,,,2023-07-11T12:08:32+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
9671445,WHS4_129,COUNTRY,BRB,YEAR,AMR,Americas,,2001,,,,,,,,18,18.0,,,,2024-07-12T15:39:16.047+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
9672406,WHS4_129,COUNTRY,OMN,YEAR,EMR,Eastern Mediterranean,,2016,,,,,,,,99,99.0,,,,2024-07-12T15:39:16.047+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
9674466,WHS4_129,COUNTRY,STP,YEAR,AFR,Africa,,2019,,,,,,,,95,95.0,,,,2024-07-12T15:39:16.047+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
9676952,WHS4_129,COUNTRY,MUS,YEAR,AFR,Africa,,2019,,,,,,,,97,97.0,,,,2024-07-12T15:39:16.047+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
9678040,WHS4_129,COUNTRY,LBR,YEAR,AFR,Africa,,2021,,,,,,,,66,66.0,,,,2024-07-12T15:39:16.047+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
9679784,WHS4_129,COUNTRY,MWI,YEAR,AFR,Africa,,2007,,,,,,,,87,87.0,,,,2024-07-12T15:39:16.047+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
9680164,WHS4_129,COUNTRY,TGO,YEAR,AFR,Africa,,2016,,,,,,,,82,82.0,,,,2024-07-12T15:39:16.047+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
9680804,WHS4_129,COUNTRY,KGZ,YEAR,EUR,Europe,,2017,,,,,,,,92,92.0,,,,2024-07-12T15:39:16.047+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
9683310,WHS4_129,COUNTRY,GRC,YEAR,EUR,Europe,,2001,,,,,,,,87,87.0,,,,2024-07-12T15:39:16.047+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
9694874,WHS4_129,COUNTRY,TON,YEAR,WPR,Western Pacific,,2020,,,,,,,,99,99.0,,,,2024-07-12T15:39:16.047+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
9696734,WHS4_129,COUNTRY,CAF,YEAR,AFR,Africa,,2015,,,,,,,,43,43.0,,,,2024-07-12T15:39:16.047+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
9427119,WHS4_129,COUNTRY,SYR,YEAR,EMR,Eastern Mediterranean,,2016,,,,,,,,55,55.0,,,,2024-07-12T15:39:16.047+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
1297,WHS4_129,COUNTRY,AUT,YEAR,EUR,Europe,,2012,,,,,,,,92,92.0,,,,2024-07-12T15:39:16.047+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
1564,WHS4_129,COUNTRY,FIN,YEAR,EUR,Europe,,2010,,,,,,,,99,99.0,,,,2024-07-12T15:39:16.047+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
