Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,ParentLocationCode,ParentLocation,Dim1Type,TimeDim,Dim1,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
4140321,ROTAC,COUNTRY,YEM,YEAR,EMR,Eastern Mediterranean,,2012,,,,,,,,23,23.0,,,,2024-07-12T15:36:37.797+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
7711223,ROTAC,COUNTRY,NIU,YEAR,WPR,Western Pacific,,2022,,,,,,,,99,99.0,,,,2024-07-12T15:36:37.797+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
3044835,ROTAC,COUNTRY,HTI,YEAR,AMR,Americas,,2020,,,,,,,,48,48.0,,,,2024-07-12T15:36:37.797+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
2430605,ROTAC,COUNTRY,QAT,YEAR,EMR,Eastern Mediterranean,,2015,,,,,,,,92,92.0,,,,2024-07-12T15:36:37.797+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
2463912,ROTAC,COUNTRY,LVA,YEAR,EUR,Europe,,2018,,,,,,,,79,79.0,,,,2024-07-12T15:36:37.797+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
2851043,ROTAC,COUNTRY,KWT,YEAR,EMR,Eastern Mediterranean,,2022,,,,,,,,86,86.0,,,,2024-07-12T15:36:37.797+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
8005057,ROTAC,COUNTRY,ISR,YEAR,EUR,Europe,,2023,,,,,,,,80,80.0,,,,2024-07-12T15:36:37.797+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
1275413,ROTAC,COUNTRY,DEU,YEAR,EUR,Europe,,2023,,,,,,,,69,69.0,,,,2024-07-12T15:36:37.797+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
7030452,ROTAC,WORLDBANKINCOMEGROUP,WB_LI,YEAR,,,,2020,,,,,,,,58,58.0,,,,2024-07-12T15:36:37.797+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
4060284,ROTAC,COUNTRY,USA,YEAR,AMR,Americas,,2014,,,,,,,,72,72.0,,,,2024-07-12T15:36:37.797+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
9286729,ROTAC,COUNTRY,BEN,YEAR,AFR,Africa,,2022,,,,,,,,69,69.0,,,,2024-07-12T15:36:37.797+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
2603984,ROTAC,COUNTRY,ARE,YEAR,EMR,Eastern Mediterranean,,2014,,,,,,,,56,56.0,,,,2024-07-12T15:36:37.797+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
3044880,ROTAC,WORLDBANKINCOMEGROUP,WB_HI,YEAR,,,,2023,,,,,,,,59,59.0,,,,2024-07-12T15:36:37.797+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
6469594,ROTAC,COUNTRY,AUS,YEAR,WPR,Western Pacific,,2012,,,,,,,,84,84.0,,,,2024-07-12T15:36:37.797+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
3178388,ROTAC,COUNTRY,GRC,YEAR,EUR,Europe,,2017,,,,,,,,20,20.0,,,,2024-07-12T15:36:37.797+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
5141004,ROTAC,COUNTRY,JPN,YEAR,WPR,Western Pacific,,2022,,,,,,,,37,37.0,,,,2024-07-12T15:36:37.797+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
8586008,ROTAC,COUNTRY,DJI,YEAR,EMR,Eastern Mediterranean,,2019,,,,,,,,88,88.0,,,,2024-07-12T15:36:37.797+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
3632621,ROTAC,COUNTRY,SLV,YEAR,AMR,Americas,,2007,,,,,,,,78,78.0,,,,2024-07-12T15:36:37.797+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
9153382,ROTAC,COUNTRY,BGR,YEAR,EUR,Europe,,2020,,,,,,,,45,45.0,,,,2024-07-12T15:36:37.797+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
2397313,ROTAC,COUNTRY,ERI,YEAR,AFR,Africa,,2021,,,,,,,,96,96.0,,,,2024-07-12T15:36:37.797+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
6075957,ROTAC,COUNTRY,GUY,YEAR,AMR,Americas,,2023,,,,,,,,99,99.0,,,,2024-07-12T15:36:37.797+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
4781358,ROTAC,COUNTRY,COG,YEAR,AFR,Africa,,2023,,,,,,,,45,45.0,,,,2024-07-12T15:36:37.797+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
8512524,ROTAC,COUNTRY,BRA,YEAR,AMR,Americas,,2023,,,,,,,,84,84.0,,,,2024-07-12T15:36:37.797+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
754414,ROTAC,COUNTRY,IND,YEAR,SEAR,South-East Asia,,2018,,,,,,,,35,35.0,,,,2024-07-12T15:36:37.797+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
7838349,ROTAC,COUNTRY,LUX,YEAR,EUR,Europe,,2013,,,,,,,,89,89.0,,,,2024-07-12T15:36:37.797+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
9663374,ROTAC,COUNTRY,AGO,YEAR,AFR,Africa,,2020,,,,,,,,43,43.0,,,,2024-07-12T15:36:37.797+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
2804315,ROTAC,COUNTRY,ECU,YEAR,AMR,Americas,,2018,,,,,,,,85,85.0,,,,2024-07-12T15:36:37.797+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
3011507,ROTAC,COUNTRY,KGZ,YEAR,EUR,Europe,,2023,,,,,,,,87,87.0,,,,2024-07-12T15:36:37.797+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
1709425,ROTAC,COUNTRY,HND,YEAR,AMR,Americas,,2013,,,,,,,,98,98.0,,,,2024-07-12T15:36:37.797+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
5247722,ROTAC,COUNTRY,LSO,YEAR,AFR,Africa,,2019,,,,,,,,87,87.0,,,,2024-07-12T15:36:37.797+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
5588438,ROTAC,COUNTRY,MHL,YEAR,WPR,Western Pacific,,2010,,,,,,,,25,25.0,,,,2024-07-12T15:36:37.797+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4207163,ROTAC,COUNTRY,GHA,YEAR,AFR,Africa,,2015,,,,,,,,88,88.0,,,,2024-07-12T15:36:37.797+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
6743277,ROTAC,COUNTRY,LVA,YEAR,EUR,Europe,,2017,,,,,,,,78,78.0,,,,2024-07-12T15:36:37.797+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
3519159,ROTAC,COUNTRY,VEN,YEAR,AMR,Americas,,2019,,,,,,,,0,0.0,,,,2024-07-12T15:36:37.797+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
2076586,ROTAC,COUNTRY,QAT,YEAR,EMR,Eastern Mediterranean,,2012,,,,,,,,90,90.0,,,,2024-07-12T15:36:37.797+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4541053,ROTAC,COUNTRY,ARM,YEAR,EUR,Europe,,2021,,,,,,,,92,92.0,,,,2024-07-12T15:36:37.797+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
6556468,ROTAC,COUNTRY,PAN,YEAR,AMR,Americas,,2021,,,,,,,,84,84.0,,,,2024-07-12T15:36:37.797+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
1882882,ROTAC,COUNTRY,TLS,YEAR,SEAR,South-East Asia,,2021,,,,,,,,76,76.0,,,,2024-07-12T15:36:37.797+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
7110662,ROTAC,REGION,SEAR,YEAR,,,,2022,,,,,,,,67,67.0,,,,2024-07-12T15:36:37.797+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
7157442,ROTAC,COUNTRY,TUV,YEAR,WPR,Western Pacific,,2022,,,,,,,,89,89.0,,,,2024-07-12T15:36:37.797+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
386946,ROTAC,COUNTRY,PRY,YEAR,AMR,Americas,,2017,,,,,,,,93,93.0,,,,2024-07-12T15:36:37.797+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
6416565,ROTAC,COUNTRY,CIV,YEAR,AFR,Africa,,2019,,,,,,,,64,64.0,,,,2024-07-12T15:36:37.797+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
1916299,ROTAC,WORLDBANKINCOMEGROUP,WB_LMI,YEAR,,,,2008,,,,,,,,0,0.0,,,,2023-07-11T12:09:43+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
279977,ROTAC,COUNTRY,GUY,YEAR,AMR,Americas,,2011,,,,,,,,77,77.0,,,,2024-07-12T15:36:37.797+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
5635349,ROTAC,COUNTRY,PRY,YEAR,AMR,Americas,,2022,,,,,,,,78,78.0,,,,2024-07-12T15:36:37.797+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
6076088,ROTAC,COUNTRY,COL,YEAR,AMR,Americas,,2010,,,,,,,,74,74.0,,,,2024-07-12T15:36:37.797+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
9663494,ROTAC,WORLDBANKINCOMEGROUP,WB_UMI,YEAR,,,,2010,,,,,,,,17,17.0,,,,2024-07-12T15:36:37.797+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
3378945,ROTAC,GLOBAL,GLOBAL,YEAR,,,,2014,,,,,,,,18,18.0,,,,2024-07-12T15:36:37.797+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
387010,ROTAC,COUNTRY,UZB,YEAR,EUR,Europe,,2021,,,,,,,,52,52.0,,,,2024-07-12T15:36:37.797+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
781260,ROTAC,COUNTRY,BDI,YEAR,AFR,Africa,,2022,,,,,,,,91,91.0,,,,2024-07-12T15:36:37.797+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
7865113,ROTAC,COUNTRY,USA,YEAR,AMR,Americas,,2020,,,,,,,,75,75.0,,,,2024-07-12T15:36:37.797+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
6309774,ROTAC,COUNTRY,MEX,YEAR,AMR,Americas,,2009,,,,,,,,93,93.0,,,,2024-07-12T15:36:37.797+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
1322320,ROTAC,COUNTRY,MDA,YEAR,EUR,Europe,,2022,,,,,,,,61,61.0,,,,2024-07-12T15:36:37.797+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
179893,ROTAC,WORLDBANKINCOMEGROUP,WB_LMI,YEAR,,,,2009,,,,,,,,1,1.0,,,,2024-07-12T15:36:37.797+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
761204,ROTAC,COUNTRY,ECU,YEAR,AMR,Americas,,2010,,,,,,,,94,94.0,,,,2024-07-12T15:36:37.797+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
2477491,ROTAC,REGION,WPR,YEAR,,,,2007,,,,,,,,0,0.0,,,,2023-07-11T12:08:03+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
4193968,ROTAC,COUNTRY,GEO,YEAR,EUR,Europe,,2016,,,,,,,,75,75.0,,,,2024-07-12T15:36:37.797+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
4494412,ROTAC,COUNTRY,PER,YEAR,AMR,Americas,,2016,,,,,,,,89,89.0,,,,2024-07-12T15:36:37.797+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
2056622,ROTAC,COUNTRY,MRT,YEAR,AFR,Africa,,2014,,,,,,,,5,5.0,,,,2024-07-12T15:36:37.797+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
4067177,ROTAC,COUNTRY,FSM,YEAR,WPR,Western Pacific,,2012,,,,,,,,45,45.0,,,,2024-07-12T15:36:37.797+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
1175453,ROTAC,COUNTRY,GTM,YEAR,AMR,Americas,,2013,,,,,,,,81,81.0,,,,2024-07-12T15:36:37.797+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
4601297,ROTAC,COUNTRY,RWA,YEAR,AFR,Africa,,2014,,,,,,,,98,98.0,,,,2024-07-12T15:36:37.797+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
6723387,ROTAC,COUNTRY,TGO,YEAR,AFR,Africa,,2017,,,,,,,,80,80.0,,,,2024-07-12T15:36:37.797+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
213367,ROTAC,COUNTRY,GNB,YEAR,AFR,Africa,,2020,,,,,,,,79,79.0,,,,2024-07-12T15:36:37.797+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
5715556,ROTAC,COUNTRY,NER,YEAR,AFR,Africa,,2023,,,,,,,,88,88.0,,,,2024-07-12T15:36:37.797+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
841440,ROTAC,COUNTRY,BHR,YEAR,EMR,Eastern Mediterranean,,2011,,,,,,,,96,96.0,,,,2024-07-12T15:36:37.797+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
5975922,ROTAC,COUNTRY,MDA,YEAR,EUR,Europe,,2023,,,,,,,,69,69.0,,,,2024-07-12T15:36:37.797+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
4561223,ROTAC,COUNTRY,PRY,YEAR,AMR,Americas,,2013,,,,,,,,86,86.0,,,,2024-07-12T15:36:37.797+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
3425725,ROTAC,COUNTRY,PLW,YEAR,WPR,Western Pacific,,2017,,,,,,,,95,95.0,,,,2024-07-12T15:36:37.797+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
6910535,ROTAC,REGION,SEAR,YEAR,,,,2020,,,,,,,,57,57.0,,,,2024-07-12T15:36:37.797+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
8806628,ROTAC,COUNTRY,DEU,YEAR,EUR,Europe,,2018,,,,,,,,67,67.0,,,,2024-07-12T15:36:37.797+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
2076773,ROTAC,COUNTRY,MHL,YEAR,WPR,Western Pacific,,2012,,,,,,,,60,60.0,,,,2024-07-12T15:36:37.797+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
2103464,ROTAC,COUNTRY,BRA,YEAR,AMR,Americas,,2009,,,,,,,,86,86.0,,,,2024-07-12T15:36:37.797+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
9313785,ROTAC,COUNTRY,PER,YEAR,AMR,Americas,,2014,,,,,,,,86,86.0,,,,2024-07-12T15:36:37.797+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
8105664,ROTAC,COUNTRY,GTM,YEAR,AMR,Americas,,2020,,,,,,,,93,93.0,,,,2024-07-12T15:36:37.797+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
1382513,ROTAC,COUNTRY,FIN,YEAR,EUR,Europe,,2023,,,,,,,,85,85.0,,,,2024-07-12T15:36:37.797+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
8379137,ROTAC,REGION,AFR,YEAR,,,,2008,,,,,,,,0,0.0,,,,2023-07-11T12:08:03+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
6109686,ROTAC,COUNTRY,BWA,YEAR,AFR,Africa,,2022,,,,,,,,65,65.0,,,,2024-07-12T15:36:37.797+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
1035156,ROTAC,REGION,SEAR,YEAR,,,,2016,,,,,,,,3,3.0,,,,2024-07-12T15:36:37.797+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
1115409,ROTAC,REGION,AMR,YEAR,,,,2009,,,,,,,,55,55.0,,,,2024-07-12T15:36:37.797+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
8586316,ROTAC,COUNTRY,AUT,YEAR,EUR,Europe,,2008,,,,,,,,47,47.0,,,,2024-07-12T15:36:37.797+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
8599704,ROTAC,COUNTRY,PHL,YEAR,WPR,Western Pacific,,2015,,,,,,,,2,2.0,,,,2024-07-12T15:36:37.797+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
1081981,ROTAC,COUNTRY,ECU,YEAR,AMR,Americas,,2020,,,,,,,,75,75.0,,,,2024-07-12T15:36:37.797+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
7972079,ROTAC,COUNTRY,GTM,YEAR,AMR,Americas,,2016,,,,,,,,84,84.0,,,,2024-07-12T15:36:37.797+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
6089641,ROTAC,COUNTRY,MRT,YEAR,AFR,Africa,,2018,,,,,,,,74,74.0,,,,2024-07-12T15:36:37.797+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
3365797,ROTAC,COUNTRY,MAR,YEAR,EMR,Eastern Mediterranean,,2011,,,,,,,,80,80.0,,,,2024-07-12T15:36:37.797+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
433964,ROTAC,COUNTRY,FIN,YEAR,EUR,Europe,,2021,,,,,,,,80,80.0,,,,2024-07-12T15:36:37.797+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
5722329,ROTAC,COUNTRY,MDA,YEAR,EUR,Europe,,2021,,,,,,,,60,60.0,,,,2024-07-12T15:36:37.797+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
6069650,ROTAC,COUNTRY,USA,YEAR,AMR,Americas,,2016,,,,,,,,73,73.0,,,,2024-07-12T15:36:37.797+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
2777969,ROTAC,COUNTRY,BHR,YEAR,EMR,Eastern Mediterranean,,2013,,,,,,,,97,97.0,,,,2024-07-12T15:36:37.797+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
8259111,ROTAC,COUNTRY,LBN,YEAR,EMR,Eastern Mediterranean,,2023,,,,,,,,40,40.0,,,,2024-07-12T15:36:37.797+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
293613,ROTAC,COUNTRY,BEL,YEAR,EUR,Europe,,2014,,,,,,,,86,86.0,,,,2024-07-12T15:36:37.797+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
3833555,ROTAC,COUNTRY,FJI,YEAR,WPR,Western Pacific,,2015,,,,,,,,99,99.0,,,,2024-07-12T15:36:37.797+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4968445,ROTAC,WORLDBANKINCOMEGROUP,WB_LI,YEAR,,,,2015,,,,,,,,36,36.0,,,,2024-07-12T15:36:37.797+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
3399278,ROTAC,COUNTRY,CIV,YEAR,AFR,Africa,,2017,,,,,,,,34,34.0,,,,2024-07-12T15:36:37.797+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
7091013,ROTAC,COUNTRY,AUS,YEAR,WPR,Western Pacific,,2014,,,,,,,,84,84.0,,,,2024-07-12T15:36:37.797+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
4047307,ROTAC,COUNTRY,COL,YEAR,AMR,Americas,,2016,,,,,,,,90,90.0,,,,2024-07-12T15:36:37.797+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
4187508,ROTAC,COUNTRY,VEN,YEAR,AMR,Americas,,2014,,,,,,,,76,76.0,,,,2024-07-12T15:36:37.797+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
8332553,ROTAC,COUNTRY,COL,YEAR,AMR,Americas,,2020,,,,,,,,87,87.0,,,,2024-07-12T15:36:37.797+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
2324162,ROTAC,COUNTRY,NZL,YEAR,WPR,Western Pacific,,2020,,,,,,,,88,88.0,,,,2024-07-12T15:36:37.797+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
9617056,ROTAC,COUNTRY,SWZ,YEAR,AFR,Africa,,2022,,,,,,,,99,99.0,,,,2024-07-12T15:36:37.797+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
4441417,ROTAC,COUNTRY,GMB,YEAR,AFR,Africa,,2018,,,,,,,,93,93.0,,,,2024-07-12T15:36:37.797+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
4661643,ROTAC,COUNTRY,KEN,YEAR,AFR,Africa,,2017,,,,,,,,66,66.0,,,,2024-07-12T15:36:37.797+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
3392624,ROTAC,COUNTRY,KWT,YEAR,EMR,Eastern Mediterranean,,2017,,,,,,,,3,3.0,,,,2024-07-12T15:36:37.797+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
