Id,IndicatorCode,SpatialDimType,SpatialDim,ParentLocationCode,TimeDimType,ParentLocation,Dim1Type,Dim1,TimeDim,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
1335378,SDGHPVRECEIVED,COUNTRY,BRB,AMR,YEAR,Americas,SEX,SEX_FMLE,2020,,,,,,,7,7.0,,,,2024-07-15T09:21:04.82+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
8465622,SDGHPVRECEIVED,COUNTRY,JPN,WPR,YEAR,Western Pacific,SEX,SEX_FMLE,2014,,,,,,,1,1.0,,,,2024-07-15T09:21:04.82+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
8579208,SDGHPVRECEIVED,COUNTRY,PLW,WPR,YEAR,Western Pacific,SEX,SEX_FMLE,2023,,,,,,,25,25.0,,,,2024-07-15T09:21:04.82+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
3873134,SDGHPVRECEIVED,COUNTRY,TZA,AFR,YEAR,Africa,SEX,SEX_FMLE,2020,,,,,,,55,55.0,,,,2024-07-15T09:21:04.82+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
5795182,SDGHPVRECEIVED,WORLDBANKINCOMEGROUP,WB_UMI,,YEAR,,SEX,SEX_FMLE,2022,,,,,,,16,16.0,,,,2024-07-15T09:21:04.82+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
7671067,SDGHPVRECEIVED,COUNTRY,EST,EUR,YEAR,Europe,SEX,SEX_FMLE,2022,,,,,,,43,43.0,,,,2024-07-15T09:21:04.82+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
9516428,SDGHPVRECEIVED,COUNTRY,COL,AMR,YEAR,Americas,SEX,SEX_FMLE,2014,,,,,,,17,17.0,,,,2024-07-15T09:21:04.82+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
1081582,SDGHPVRECEIVED,COUNTRY,FRA,EUR,YEAR,Europe,SEX,SEX_FMLE,2014,,,,,,,16,16.0,,,,2024-07-15T09:21:04.82+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
1295440,SDGHPVRECEIVED,COUNTRY,CIV,AFR,YEAR,Africa,SEX,SEX_FMLE,2020,,,,,,,12,12.0,,,,2024-07-15T09:21:04.82+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
5601645,SDGHPVRECEIVED,COUNTRY,PHL,WPR,YEAR,Western Pacific,SEX,SEX_FMLE,2016,,,,,,,23,23.0,,,,2024-07-15T09:21:04.82+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
7410752,SDGHPVRECEIVED,COUNTRY,CAN,AMR,YEAR,Americas,SEX,SEX_FMLE,2021,,,,,,,87,87.0,,,,2024-07-15T09:21:04.82+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
894646,SDGHPVRECEIVED,COUNTRY,SMR,EUR,YEAR,Europe,SEX,SEX_FMLE,2018,,,,,,,44,44.0,,,,2024-07-15T09:21:04.82+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
3559131,SDGHPVRECEIVED,COUNTRY,DEU,EUR,YEAR,Europe,SEX,SEX_FMLE,2021,,,,,,,54,54.0,,,,2024-07-15T09:21:04.82+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
3659302,SDGHPVRECEIVED,COUNTRY,BWA,AFR,YEAR,Africa,SEX,SEX_FMLE,2015,,,,,,,64,64.0,,,,2024-07-15T09:21:04.82+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
487004,SDGHPVRECEIVED,COUNTRY,MKD,EUR,YEAR,Europe,SEX,SEX_FMLE,2023,,,,,,,40,40.0,,,,2024-07-15T09:21:04.82+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
7450916,SDGHPVRECEIVED,COUNTRY,PHL,WPR,YEAR,Western Pacific,SEX,SEX_FMLE,2020,,,,,,,5,5.0,,,,2024-07-15T09:21:04.82+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
787756,SDGHPVRECEIVED,COUNTRY,ARG,AMR,YEAR,Americas,SEX,SEX_FMLE,2020,,,,,,,46,46.0,,,,2024-07-15T09:21:04.82+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
9166669,SDGHPVRECEIVED,COUNTRY,GBR,EUR,YEAR,Europe,SEX,SEX_FMLE,2015,,,,,,,84,84.0,,,,2024-07-15T09:21:04.82+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
5882287,SDGHPVRECEIVED,COUNTRY,MKD,EUR,YEAR,Europe,SEX,SEX_FMLE,2010,,,,,,,32,32.0,,,,2024-07-15T09:21:04.82+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
2530367,SDGHPVRECEIVED,REGION,AFR,,YEAR,,SEX,SEX_FMLE,2016,,,,,,,5,5.0,,,,2024-07-15T09:21:04.82+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
9696243,SDGHPVRECEIVED,COUNTRY,BGR,EUR,YEAR,Europe,SEX,SEX_FMLE,2021,,,,,,,2,2.0,,,,2024-07-15T09:21:04.82+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
1121767,SDGHPVRECEIVED,COUNTRY,SAU,EMR,YEAR,Eastern Mediterranean,SEX,SEX_FMLE,2023,,,,,,,39,39.0,,,,2024-07-15T09:21:04.82+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
7998442,SDGHPVRECEIVED,COUNTRY,USA,AMR,YEAR,Americas,SEX,SEX_FMLE,2022,,,,,,,52,52.0,,,,2024-07-15T09:21:04.82+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
1302171,SDGHPVRECEIVED,COUNTRY,HND,AMR,YEAR,Americas,SEX,SEX_FMLE,2022,,,,,,,53,53.0,,,,2024-07-15T09:21:04.82+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
3098336,SDGHPVRECEIVED,WORLDBANKINCOMEGROUP,WB_HI,,YEAR,,SEX,SEX_FMLE,2022,,,,,,,44,44.0,,,,2024-07-15T09:21:04.82+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
5301161,SDGHPVRECEIVED,COUNTRY,DEU,EUR,YEAR,Europe,SEX,SEX_FMLE,2011,,,,,,,27,27.0,,,,2024-07-15T09:21:04.82+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
259879,SDGHPVRECEIVED,COUNTRY,ESP,EUR,YEAR,Europe,SEX,SEX_FMLE,2011,,,,,,,66,66.0,,,,2024-07-15T09:21:04.82+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
4561008,SDGHPVRECEIVED,COUNTRY,GEO,EUR,YEAR,Europe,SEX,SEX_FMLE,2020,,,,,,,22,22.0,,,,2024-07-15T09:21:04.82+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
7978471,SDGHPVRECEIVED,COUNTRY,SLV,AMR,YEAR,Americas,SEX,SEX_FMLE,2022,,,,,,,34,34.0,,,,2024-07-15T09:21:04.82+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
1228769,SDGHPVRECEIVED,GLOBAL,GLOBAL,,YEAR,,SEX,SEX_FMLE,2015,,,,,,,9,9.0,,,,2024-07-15T09:21:04.82+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
3398886,SDGHPVRECEIVED,COUNTRY,ARM,EUR,YEAR,Europe,SEX,SEX_FMLE,2018,,,,,,,2,2.0,,,,2024-07-15T09:21:04.82+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
2537104,SDGHPVRECEIVED,COUNTRY,SMR,EUR,YEAR,Europe,SEX,SEX_FMLE,2012,,,,,,,22,22.0,,,,2024-07-15T09:21:04.82+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4427741,SDGHPVRECEIVED,COUNTRY,LVA,EUR,YEAR,Europe,SEX,SEX_FMLE,2022,,,,,,,55,55.0,,,,2024-07-15T09:21:04.82+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
7965129,SDGHPVRECEIVED,COUNTRY,IDN,SEAR,YEAR,South-East Asia,SEX,SEX_FMLE,2023,,,,,,,29,29.0,,,,2024-07-15T09:21:04.82+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
2917944,SDGHPVRECEIVED,COUNTRY,SYC,AFR,YEAR,Africa,SEX,SEX_FMLE,2018,,,,,,,93,93.0,,,,2024-07-15T09:21:04.82+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
8158791,SDGHPVRECEIVED,COUNTRY,CHL,AMR,YEAR,Americas,SEX,SEX_FMLE,2016,,,,,,,80,80.0,,,,2024-07-15T09:21:04.82+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
6977079,SDGHPVRECEIVED,COUNTRY,CHE,EUR,YEAR,Europe,SEX,SEX_FMLE,2014,,,,,,,56,56.0,,,,2024-07-15T09:21:04.82+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
253230,SDGHPVRECEIVED,COUNTRY,SUR,AMR,YEAR,Americas,SEX,SEX_FMLE,2022,,,,,,,2,2.0,,,,2024-07-15T09:21:04.82+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
433668,SDGHPVRECEIVED,COUNTRY,SMR,EUR,YEAR,Europe,SEX,SEX_FMLE,2015,,,,,,,17,17.0,,,,2024-07-15T09:21:04.82+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4060381,SDGHPVRECEIVED,COUNTRY,ITA,EUR,YEAR,Europe,SEX,SEX_FMLE,2011,,,,,,,52,52.0,,,,2024-07-15T09:21:04.82+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
4427767,SDGHPVRECEIVED,COUNTRY,SLB,WPR,YEAR,Western Pacific,SEX,SEX_FMLE,2020,,,,,,,19,19.0,,,,2024-07-15T09:21:04.82+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
7938459,SDGHPVRECEIVED,COUNTRY,PHL,WPR,YEAR,Western Pacific,SEX,SEX_FMLE,2015,,,,,,,23,23.0,,,,2024-07-15T09:21:04.82+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
6596552,SDGHPVRECEIVED,COUNTRY,ECU,AMR,YEAR,Americas,SEX,SEX_FMLE,2014,,,,,,,81,81.0,,,,2024-07-15T09:21:04.82+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
1502381,SDGHPVRECEIVED,COUNTRY,ARG,AMR,YEAR,Americas,SEX,SEX_FMLE,2019,,,,,,,60,60.0,,,,2024-07-15T09:21:04.82+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
1649401,SDGHPVRECEIVED,COUNTRY,COL,AMR,YEAR,Americas,SEX,SEX_FMLE,2017,,,,,,,3,3.0,,,,2024-07-15T09:21:04.82+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
1054993,SDGHPVRECEIVED,COUNTRY,ARE,EMR,YEAR,Eastern Mediterranean,SEX,SEX_FMLE,2022,,,,,,,34,34.0,,,,2024-07-15T09:21:04.82+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
1395685,SDGHPVRECEIVED,COUNTRY,BRN,WPR,YEAR,Western Pacific,SEX,SEX_FMLE,2020,,,,,,,81,81.0,,,,2024-07-15T09:21:04.82+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
26184,SDGHPVRECEIVED,COUNTRY,KEN,AFR,YEAR,Africa,SEX,SEX_FMLE,2021,,,,,,,45,45.0,,,,2024-07-15T09:21:04.82+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
8152158,SDGHPVRECEIVED,COUNTRY,SYC,AFR,YEAR,Africa,SEX,SEX_FMLE,2016,,,,,,,93,93.0,,,,2024-07-15T09:21:04.82+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
6569899,SDGHPVRECEIVED,COUNTRY,CYP,EUR,YEAR,Europe,SEX,SEX_FMLE,2018,,,,,,,64,64.0,,,,2024-07-15T09:21:04.82+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
5521819,SDGHPVRECEIVED,COUNTRY,GTM,AMR,YEAR,Americas,SEX,SEX_FMLE,2020,,,,,,,22,22.0,,,,2024-07-15T09:21:04.82+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
747848,SDGHPVRECEIVED,COUNTRY,BOL,AMR,YEAR,Americas,SEX,SEX_FMLE,2021,,,,,,,34,34.0,,,,2024-07-15T09:21:04.82+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
9367166,SDGHPVRECEIVED,COUNTRY,PRT,EUR,YEAR,Europe,SEX,SEX_FMLE,2013,,,,,,,91,91.0,,,,2024-07-15T09:21:04.82+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
4761454,SDGHPVRECEIVED,REGION,AMR,,YEAR,,SEX,SEX_FMLE,2019,,,,,,,54,54.0,,,,2024-07-15T09:21:04.82+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
3552665,SDGHPVRECEIVED,COUNTRY,LVA,EUR,YEAR,Europe,SEX,SEX_FMLE,2017,,,,,,,35,35.0,,,,2024-07-15T09:21:04.82+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
2196824,SDGHPVRECEIVED,COUNTRY,THA,SEAR,YEAR,South-East Asia,SEX,SEX_FMLE,2019,,,,,,,0,0.0,,,,2024-07-15T09:21:04.82+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
5648802,SDGHPVRECEIVED,COUNTRY,BTN,SEAR,YEAR,South-East Asia,SEX,SEX_FMLE,2018,,,,,,,94,94.0,,,,2024-07-15T09:21:04.82+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
9140136,SDGHPVRECEIVED,REGION,AMR,,YEAR,,SEX,SEX_FMLE,2020,,,,,,,39,39.0,,,,2024-07-15T09:21:04.82+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
7457832,SDGHPVRECEIVED,COUNTRY,ALB,EUR,YEAR,Europe,SEX,SEX_FMLE,2022,,,,,,,15,15.0,,,,2024-07-15T09:21:04.82+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
667638,SDGHPVRECEIVED,COUNTRY,ITA,EUR,YEAR,Europe,SEX,SEX_FMLE,2016,,,,,,,53,53.0,,,,2024-07-15T09:21:04.82+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
7664644,SDGHPVRECEIVED,COUNTRY,CHL,AMR,YEAR,Americas,SEX,SEX_FMLE,2022,,,,,,,69,69.0,,,,2024-07-15T09:21:04.82+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
2710905,SDGHPVRECEIVED,COUNTRY,MHL,WPR,YEAR,Western Pacific,SEX,SEX_FMLE,2016,,,,,,,47,47.0,,,,2024-07-15T09:21:04.82+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
8833289,SDGHPVRECEIVED,WORLDBANKINCOMEGROUP,WB_LMI,,YEAR,,SEX,SEX_FMLE,2023,,,,,,,13,13.0,,,,2024-07-15T09:21:04.82+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
7157539,SDGHPVRECEIVED,COUNTRY,AND,EUR,YEAR,Europe,SEX,SEX_FMLE,2021,,,,,,,83,83.0,,,,2024-07-15T09:21:04.82+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
4688099,SDGHPVRECEIVED,COUNTRY,ITA,EUR,YEAR,Europe,SEX,SEX_FMLE,2021,,,,,,,32,32.0,,,,2024-07-15T09:21:04.82+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
7504676,SDGHPVRECEIVED,WORLDBANKINCOMEGROUP,WB_UMI,,YEAR,,SEX,SEX_FMLE,2014,,,,,,,18,18.0,,,,2024-07-15T09:21:04.82+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
7698204,SDGHPVRECEIVED,WORLDBANKINCOMEGROUP,WB_HI,,YEAR,,SEX,SEX_FMLE,2013,,,,,,,27,27.0,,,,2024-07-15T09:21:04.82+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
2864707,SDGHPVRECEIVED,WORLDBANKINCOMEGROUP,WB_LMI,,YEAR,,SEX,SEX_FMLE,2018,,,,,,,1,1.0,,,,2024-07-15T09:21:04.82+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
1242337,SDGHPVRECEIVED,WORLDBANKINCOMEGROUP,WB_HI,,YEAR,,SEX,SEX_FMLE,2011,,,,,,,22,22.0,,,,2024-07-15T09:21:04.82+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
6169816,SDGHPVRECEIVED,COUNTRY,SVN,EUR,YEAR,Europe,SEX,SEX_FMLE,2012,,,,,,,50,50.0,,,,2024-07-15T09:21:04.82+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
8018803,SDGHPVRECEIVED,COUNTRY,BFA,AFR,YEAR,Africa,SEX,SEX_FMLE,2023,,,,,,,97,97.0,,,,2024-07-15T09:21:04.82+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
8526102,SDGHPVRECEIVED,COUNTRY,FRA,EUR,YEAR,Europe,SEX,SEX_FMLE,2019,,,,,,,24,24.0,,,,2024-07-15T09:21:04.82+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
5181329,SDGHPVRECEIVED,COUNTRY,ESP,EUR,YEAR,Europe,SEX,SEX_FMLE,2017,,,,,,,87,87.0,,,,2024-07-15T09:21:04.82+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
1869770,SDGHPVRECEIVED,COUNTRY,BRB,AMR,YEAR,Americas,SEX,SEX_FMLE,2018,,,,,,,26,26.0,,,,2024-07-15T09:21:04.82+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
6196325,SDGHPVRECEIVED,COUNTRY,CAN,AMR,YEAR,Americas,SEX,SEX_FMLE,2016,,,,,,,79,79.0,,,,2024-07-15T09:21:04.82+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
1102073,SDGHPVRECEIVED,COUNTRY,SRB,EUR,YEAR,Europe,SEX,SEX_FMLE,2022,,,,,,,0,0.0,,,,2024-07-15T09:21:04.82+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
1115405,SDGHPVRECEIVED,COUNTRY,MDA,EUR,YEAR,Europe,SEX,SEX_FMLE,2021,,,,,,,39,39.0,,,,2024-07-15T09:21:04.82+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
1542730,SDGHPVRECEIVED,COUNTRY,MDA,EUR,YEAR,Europe,SEX,SEX_FMLE,2018,,,,,,,49,49.0,,,,2024-07-15T09:21:04.82+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
687805,SDGHPVRECEIVED,COUNTRY,LKA,SEAR,YEAR,South-East Asia,SEX,SEX_FMLE,2019,,,,,,,82,82.0,,,,2024-07-15T09:21:04.82+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
5969290,SDGHPVRECEIVED,COUNTRY,IDN,SEAR,YEAR,South-East Asia,SEX,SEX_FMLE,2019,,,,,,,1,1.0,,,,2024-07-15T09:21:04.82+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
6029449,SDGHPVRECEIVED,GLOBAL,GLOBAL,,YEAR,,SEX,SEX_FMLE,2016,,,,,,,10,10.0,,,,2024-07-15T09:21:04.82+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
4788346,SDGHPVRECEIVED,WORLDBANKINCOMEGROUP,WB_LMI,,YEAR,,SEX,SEX_FMLE,2021,,,,,,,5,5.0,,,,2024-07-15T09:21:04.82+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
1689715,SDGHPVRECEIVED,COUNTRY,JPN,WPR,YEAR,Western Pacific,SEX,SEX_FMLE,2015,,,,,,,1,1.0,,,,2024-07-15T09:21:04.82+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
2009928,SDGHPVRECEIVED,COUNTRY,DNK,EUR,YEAR,Europe,SEX,SEX_FMLE,2013,,,,,,,75,75.0,,,,2024-07-15T09:21:04.82+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
5795624,SDGHPVRECEIVED,COUNTRY,UZB,EUR,YEAR,Europe,SEX,SEX_FMLE,2023,,,,,,,96,96.0,,,,2024-07-15T09:21:04.82+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
4174070,SDGHPVRECEIVED,COUNTRY,ZAF,AFR,YEAR,Africa,SEX,SEX_FMLE,2020,,,,,,,0,0.0,,,,2024-07-15T09:21:04.82+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
828176,SDGHPVRECEIVED,COUNTRY,PRT,EUR,YEAR,Europe,SEX,SEX_FMLE,2023,,,,,,,90,90.0,,,,2024-07-15T09:21:04.82+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
9616954,SDGHPVRECEIVED,COUNTRY,VCT,AMR,YEAR,Americas,SEX,SEX_FMLE,2019,,,,,,,11,11.0,,,,2024-07-15T09:21:04.82+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
6536726,SDGHPVRECEIVED,COUNTRY,NLD,EUR,YEAR,Europe,SEX,SEX_FMLE,2019,,,,,,,53,53.0,,,,2024-07-15T09:21:04.82+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
2183649,SDGHPVRECEIVED,COUNTRY,FIN,EUR,YEAR,Europe,SEX,SEX_FMLE,2021,,,,,,,61,61.0,,,,2024-07-15T09:21:04.82+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
9463124,SDGHPVRECEIVED,COUNTRY,NOR,EUR,YEAR,Europe,SEX,SEX_FMLE,2011,,,,,,,73,73.0,,,,2024-07-15T09:21:04.82+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
3225652,SDGHPVRECEIVED,COUNTRY,GMB,AFR,YEAR,Africa,SEX,SEX_FMLE,2020,,,,,,,0,0.0,,,,2024-07-15T09:21:04.82+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
3586286,SDGHPVRECEIVED,COUNTRY,SWE,EUR,YEAR,Europe,SEX,SEX_FMLE,2018,,,,,,,75,75.0,,,,2024-07-15T09:21:04.82+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
8926689,SDGHPVRECEIVED,COUNTRY,GEO,EUR,YEAR,Europe,SEX,SEX_FMLE,2021,,,,,,,31,31.0,,,,2024-07-15T09:21:04.82+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
7377805,SDGHPVRECEIVED,COUNTRY,MLT,EUR,YEAR,Europe,SEX,SEX_FMLE,2019,,,,,,,82,82.0,,,,2024-07-15T09:21:04.82+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
9187082,SDGHPVRECEIVED,COUNTRY,GMB,AFR,YEAR,Africa,SEX,SEX_FMLE,2021,,,,,,,23,23.0,,,,2024-07-15T09:21:04.82+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
